Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","0,5 x 1,0 m",3175890,"bg_pq","Tapete de couro bege",1,"","Tapete de couro natural bovino modular para decoração<br>Tons de bege e borda marrom<br>Placas de 5 x 5 cm<br><script>semborda(); coszig(); fortnt(); fgratis(); </script><!--CC:bege-->","",False,10000,0,False,0,27,129.9,0,0,0,,,False,False,"bg_pq.jpg","bg_pq_med.jpg","bg_pq_amp.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro de TNT","",0,,775,"bg_7_bd",,0,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3175894,"br5s_05x1","Tapete de couro branco",1,"","Tapete de couro natural bovino modular para decoração<br>Tons escuros de branco<br>Placas de 5 x 5 cm<br><script>semborda(); coszig(); fortnt(); fgratis(); </script><!--CC:branco-->","",False,10000,0,False,0,27,129.9,0,0,0,,,False,False,"br7_05x1m.jpg","br7_05x1m.jpg,br7_05x1_01m.jpg","br7_05x1.jpg,br7_05x1_01.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro de TNT","",0,,775,"br_mr_orn10",,0,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3248389,"brpt_pq","Tapete de couro branco e preto",1,"","Tapete de couro natural bovino modular para decoração<br>Tabuleiro branco e preto<br>Placas de 5 x 5 cm<br><script>semborda(); coszig(); fortnt(); fgratis(); </script>","",False,10000,0,False,0,27,129.9,0,0,0,,,False,False,"brpt_pq.jpg","brpt_pq_med.jpg","brpt_pq_amp.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro de TNT","",0,,775,"br_pq,br_20",,0,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3197871,"cores10sgf_10","Tapete de couro colorido",1,"","Tapete de couro natural bovino modular colorido para decoração com serigrafia<br>Placas de 10 x 10 cm<br><script>semborda(); coszig(); fortnt(); fgratis(); </script>","",False,10000,0,False,0,45,149.9,0,0,0,,,False,False,"cores10sgf_md.jpg","cores10sgf_md_med.jpg","cores10sgf_md_amp.jpg","97412","","61572","0.5 x 1.0 m","10 x 10 cm","Forro de TNT","",0,,775,"cores7sgf_md,cores10mt_md",,0,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3197893,"cores7sgf_md","Tapete de couro colorido",1,"","Tapete de couro natural bovino modular colorido para decoração com serigrafia<br>Placas de 7 x 7 cm<br><script>semborda(); coszig(); fortnt(); fgratis(); </script>","",False,10000,0,False,0,30,139.9,0,0,0,,,False,False,"cores7sgf_md.jpg","cores7sgf_md_med.jpg","cores7sgf_md_amp.jpg","97412","","61572","0.5 x 1.0 m","7 x 7 cm","Forro de TNT","",0,,775,"cores10mt_md,cores10sgf_md",,0,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",4999810,"clr01_05x1","Tapete de couro colorido",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:colorido-->","",True,1,0,False,0,64,199.9,0,0,0,,,False,False,"CLR01.jpg","CLR01.jpg,CLR01_01.jpg","CLR01_amp.jpg,CLR01_01_amp.jpg","97412","","61572","0.5 x 1.0 m","10 x 10 cm","Forro TNT","",0,,775,"BRCZ01,CZBP02,MALBG01,ZB1",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3248391,"ex5_pq","Tapete de couro exótico",1,"","Tapete de couro natural bovino modular para decoração<br>Tons exóticos<br>Placas de 5 x 5 cm<br><script>semborda(); coszig(); fortnt(); fgratis(); </script><!--CC:marrom-->","",False,10000,0,False,0,27,129.9,0,0,0,,,False,False,"ex5_pq.jpg","ex5_pq_med.jpg","ex5_pq_amp.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro de TNT","",0,,775,"ex_esc_10,ex_med_5",,0,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3175901,"ex_pq","Tapete de couro exótico pequeno",1,"","Tapete de couro natural bovino modular para decoração<br>Tons exóticos e borda escura<br>Placas de 5 x 5 cm<br><script>semborda(); coszig(); fortnt(); fgratis(); </script><!--CC:marrom-->","",False,10000,0,False,0,27,129.9,0,0,0,,,False,False,"ex_pq.jpg","ex_pq_med.jpg","ex_pq_amp.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro de TNT","",0,,775,"ex_med_10",,0,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5023388,"mr5E_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:marrom-->","",True,1,0,True,0,39,149.9,0,0,0,,,False,False,"mr5_150915m.jpg","mr5_150915m.jpg,mr5_150915_01m.jpg","mr5_150915.jpg,mr5_150915_01.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro TNT","",0,,775,"br5_15x2,mal5_15x2,ex5_15x2",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5023389,"ex5t_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:marrom-->",,True,1,0,False,,32,139.9,0,0,0,,,True,True,"ex5_150915m.jpg","ex5_150915m.jpg,ex5_150915_01m.jpg","ex5_150915.jpg,ex5_150915_01.jpg","97411",,"61572","0.5 x 1.0 m","5 x 5 cm","Forro TNT",,0,,775,"br5_15x2,mal5_15x2,ex5_15x2",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5120983,"malbg5ac_05","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:bege-->","",True,1,0,False,0,43,159.9,0,0,0,,,False,False,"malbg5ac_05m.jpg","malbg5ac_05m.jpg,malbg5ac_05_01m.jpg","malbg5ac_05.jpg,malbg5ac_05_01.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro TNT","",0,,775,"br5_15x2,mal5_15x2,ex5_15x2",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5121275,"malmr5_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:MRB-->",,True,1,0,True,,34,149.9,0,0,0,,,True,True,"malmr5ac_05m.jpg","malmr5ac_05m.jpg,malmr5ac_05_01m.jpg","malmr5ac_05.jpg,malmr5ac_05_01.jpg","97411",,"61572","0.5 x 1.0 m","5 x 5 cm","Forro TNT",,0,,775,"br5_15x2,mal5_15x2,ex5_15x2",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","","0,0,0,0"
"A","0,5 x 1,0 m",5133500,"cz10E_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:cinza-->","",True,1,0,True,0,55,179.9,0,0,0,,,False,False,"cz10_151020m.jpg","cz10_151020m.jpg,cz10_151020_01m.jpg,cz10_151020_02m.jpg,cz10_151020_03m.jpg,cz10_151020_04m.jpg","cz10_151020.jpg,cz10_151020_01.jpg,cz10_151020_02.jpg,cz10_151020_03.jpg,cz10_151020_04.jpg","97412","","61572","0.5 x 1.0 m","10 x 10 cm","Forro TNT","",0,,775,"pr10_05x1,bg10_05x1,mal10_05x1,mal_mr10_05x1,ex10_",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5133503,"ex10E_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:marrom-->","",True,1,0,True,0,55,179.9,0,0,0,,,False,False,"ex10ac_15x2m.jpg","ex10ac_15x2m.jpg,ex10ac_15x2_01m.jpg,ex10ac_15x2_02m.jpg,ex10ac_15x2_03m.jpg,ex10ac_15x2_04m.jpg","ex10ac_15x2.jpg,ex10ac_15x2_01.jpg,ex10ac_15x2_02.jpg,ex10ac_15x2_03.jpg,ex10ac_15x2_04.jpg","97412","","61572","0.5 x 1.0 m","10 x 10 cm","Forro TNT","",0,,775,"pr10_05x1,bg10_05x1,mal10_05x1,mal_mr10_05x1,ex10_",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5133504,"pr10E_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:preto-->","",True,1,0,True,0,40,149.9,0,0,0,,,False,False,"pr10ac_15x2m.jpg","pr10ac_15x2m.jpg,pr10ac_15x2_01m.jpg,pr10ac_15x2_02m.jpg,pr10ac_15x2_03m.jpg,pr10ac_15x2_04m.jpg","pr10ac_15x2.jpg,pr10ac_15x2_01.jpg,pr10ac_15x2_02.jpg,pr10ac_15x2_03.jpg,pr10ac_15x2_04.jpg","97412","","61572","0.5 x 1.0 m","10 x 10 cm","Forro TNT","",0,,775,"pr10_05x1,bg10_05x1,mal10_05x1,mal_mr10_05x1,ex10_",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5133535,"mal10E_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:PB-->","",True,1,0,True,0,55,179.9,0,0,0,,,False,False,"mal10c_14x24m.jpg","mal10c_14x24m.jpg,mal10c_14x24_01m.jpg,mal10c_14x24_02m.jpg,mal10c_14x24_03m.jpg,mal10c_14x24_04m.jpg","mal10c_14x24.jpg,mal10c_14x24_01.jpg,mal10c_14x24_02.jpg,mal10c_14x24_03.jpg,mal10c_14x24_04.jpg","97412","","61572","0.5 x 1.0 m","10 x 10 cm","Forro TNT","",0,,775,"pr10_05x1,bg10_05x1,mal10_05x1,mal_mr10_05x1,ex10_",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5133537,"malmr10E_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:MRB-->","",True,1,0,True,0,55,179.9,0,0,0,,,False,False,"malmr10_141107m.jpg","malmr10_141107m.jpg,malmr10_141107_01m.jpg,malmr10_141107_02m.jpg,malmr10_141107_03m.jpg,malmr10_141107_04m.jpg","malmr10_141107.jpg,malmr10_141107_01.jpg,malmr10_141107_02.jpg,malmr10_141107_03.jpg,malmr10_141107_04.jpg","97412","","61572","0.5 x 1.0 m","10 x 10 cm","Forro TNT","",0,,775,"pr10_05x1,bg10_05x1,mal10_05x1,mal_mr10_05x1,ex10_",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5175534,"pr5t_075","Tapete de couro legítimo",3,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:preto-->","",True,1,0,False,0,87,239.9,0,0,0,,,False,False,"pr5ac_15x2m.jpg","pr5ac_15x2m.jpg,pr5ac_15x2_01m.jpg,pr5ac_15x2_02m.jpg,pr5ac_15x2_03m.jpg,pr5ac_15x2_04m.jpg","pr5ac_15x2.jpg,pr5ac_15x2_01.jpg,pr5ac_15x2_02.jpg,pr5ac_15x2_03.jpg,pr5ac_15x2_04.jpg","97412","","61572","0.75 x 1.10 m","5 x 5 cm","Forro TNT - Com borda","",0,,775,"pr5,pr7,pr10,pr",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","","561,546"
"A","0,5 x 1,0 m",5203310,"bg5t_09x215","Tapete de couro legítimo",5,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fortnt(); fgratis(); </script><!--CC:bege-->",,True,1,0,False,,168,419.9,0,0,0,,,True,True,"bg5t_05x1m.jpg","bg5t_05x1m.jpg,bg5t_05x1_01m.jpg","bg5t_05x1.jpg,bg5t_05x1_01.jpg","97412",,"61572","0.90 x 2.15 m","5 x 5 cm","Forro TNT",,0,,775,"br5_15x2,mal5_15x2,ex5_15x2",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","","0,0,0,0"
"A","0,5 x 1,0 m",5207628,"br5c_06x09","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda();coszig();forcor();fgratis();</script><!--CC:branco-->","",True,1,0,True,0,45,169.9,0,0,0,01/01/2013,01/01/2030,True,True,"br5c_05x1m.jpg","br5c_05x1m.jpg,br5c_05x1_01m.jpg,br5c_05x1_02m.jpg,br5c_05x1_03m.jpg,br5c_05x1_04m.jpg","br5c_05x1.jpg,br5c_05x1_01.jpg,br5c_05x1_02.jpg,br5c_05x1_03.jpg,br5c_05x1_04.jpg","97411","","61572","0.6 x 0.9 m","5 x 5 cm","Forro de Corano","",0,,775,"bolbg,rdbg,br510,bg10t,bg515,cz515,tbbgp,mal10t,ex",,,0,,"desc_corino.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","","572,561,541"
"A","0,5 x 1,0 m",5319067,"mr5nsb_04x06","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>semborda(); coszig(); fornyl(); fgratis(); </script><!--CC:marrom--><!--PRANT-->",,True,1,0,True,,16,149.9,109.9,0,0,01/01/2013,01/01/2030,True,True,"mr5_160615m.jpg","mr5_160615m.jpg,mr5_160615_01m.jpg","mr5_160615.jpg,mr5_160615_01.jpg","97411",,"61572","0.4 x 0.6 m","5 x 5 cm","Forro de Nylon",,0,,775,"br5_15x2,mal5_15x2,ex5_15x2",,,0,,"desc_forro_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","","573,0,0"
"A","0,5 x 1,0 m",5319709,"br5sb_04x06","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>semborda();coszig();fornyl();fgratis();</script><!--CC:branco--><!--PRANT-->",,True,1,0,True,,16,149.9,109.9,0,0,01/01/2013,01/01/2030,True,True,"br5_160615m.jpg","br5_160615m.jpg,br5_160615_01m.jpg","br5_160615.jpg,br5_160615_01.jpg","97411",,"61572","0.4 x 0.6 m","5 x 5 cm","Forro de Nylon",,0,,775,"bolbg,rdbg,br510,bg10t,bg515,cz515,tbbgp,mal10t,ex",,,0,,"desc_forro_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","","573,0,0"
"A","0,5 x 1,0 m",5319714,"pr5c_04x06","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>semborda();coszig();forcor();fgratis();</script><!--CC:preto--><!--PRANT-->",,True,1,0,True,,16,169.9,109.9,0,0,01/01/2013,01/01/2030,True,True,"pr5_160615m.jpg","pr5_160615m.jpg,pr5_160615_01m.jpg","pr5_160615.jpg,pr5_160615_01.jpg","97411",,"61572","0.4 x 0.6 m","5 x 5 cm","Forro de Corano",,0,,775,"bolbg,rdbg,br510,bg10t,bg515,cz515,tbbgp,mal10t,ex",,,0,,"desc_corino.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","","573,0,0"
"A","0,5 x 1,0 m",5335614,"mr5sb_06x12","Tapete de couro legítimo",3,"","Tapete de couro natural bovino modular para decoração<br><script>semborda();coszig();fornyl();fgratis();</script><!--CC:marrom-->","",False,1,0,False,0,47,149.9,0,0,0,,,False,False,"mr5nsb_15x2m.jpg","mr5nsb_15x2m.jpg","mr5nsb_15x2.jpg","97411","","61572","0.6 x 1.2 m","5 x 5 cm","Forro de Nylon - Sem borda","",0,,775,"mr5,mr10,marrom",,,0,,"desc_forro_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","","0,0,0,0"
"A","0,5 x 1,0 m",5406556,"pr10E_05x11","Tapete de couro legítimo",3,"","Tapete de couro natural bovino modular para decoração<br><script>comborda();coszig();fortnt();fgratis();</script><!--CC:preto-->","",True,1,0,True,0,61,179.9,0,0,0,,,False,False,"pr10ac_15x2m.jpg","pr10ac_15x2m.jpg,pr10ac_15x2_01m.jpg,pr10ac_15x2_02m.jpg,pr10ac_15x2_03m.jpg,pr10ac_15x2_04m.jpg","pr10ac_15x2.jpg,pr10ac_15x2_01.jpg,pr10ac_15x2_02.jpg,pr10ac_15x2_03.jpg,pr10ac_15x2_04.jpg","97412","","61572","0.5 x 1.1 m","10 x 10 cm","Forro TNT","",0,,775,"br7,br5_15x2,br5_20x25",,,0,,"desc_tnt.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",5519553,"bg5_05x1","Tapete de couro legítimo",2,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); fornyl(); fgratis(); </script><!--CC:bege-->",,True,1,0,True,,33,149.9,0,0,0,,,True,True,"bg5t_05x1m.jpg","bg5t_05x1m.jpg,bg5t_05x1_01m.jpg","bg5t_05x1.jpg,bg5t_05x1_01.jpg","97411",,"61572","0.5 x 1.0 m","5 x 5 cm","Forro de Nylon",,0,,775,"br5_15x2,mal5_15x2,ex5_15x2",,,0,,"desc_forro_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",0,0,"78301329",True,False,0,0,0,"","FNB201401","","","","","0,0,0,0"
"A","0,5 x 1,0 m",3740051,"MMRBP02","Tapete de couro legítimo",1,"","Tapete de couro natural bovino modular para decoração<br>Malhado marrom e branco<br>Placas de 5 x 5 cm<br><br><script>semborda(); coszig(); fornyl(); fgratis(); </script><!--CC:MRB-->","",False,1,0,False,0,26,119.9,0,0,0,,,False,False,"MMRBP02.jpg","MMRBP02.jpg,MMRBP02_01.jpg,MMRBP02_02.jpg","MMRBP02_amp.jpg,MMRBP02_01_amp.jpg,MMRBP02_02_amp.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro de Nylon","",0,,775,"PR04x08,TBMRBP01,LT01A,MAL051",,,0,,"desc_forro_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3740058,"TBMRBP01","Tapete de couro legítimo",1,"","Tapete de couro natural bovino modular para decoração<br>Malhado marrom e branco<br>Placas de 5 x 5 cm<br><br><script>semborda(); coszig(); fornyl(); fgratis(); </script>","",False,1,0,False,0,26,119.9,0,0,0,,,True,True,"TBMRBP01.jpg","TBMRBP01.jpg,TBMRBP01_01.jpg,TBMRBP01_02.jpg","TBMRBP01_amp.jpg,TBMRBP01_01_amp.jpg,TBMRBP01_02_amp.jpg","97412","","61572","0.5 x 1.0 m","5 x 5 cm","Forro de Nylon","",0,,775,"MMRBP02,MAL051,LT01A",,,0,,"desc_forro_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3876798,"LEX01","Tapete de couro legítimo",1,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); forsan(); fgratis(); </script><!--CC:marrom-->","",False,1,0,False,0,45,149.9,0,0,0,,,True,True,"LEX01m.jpg","LEX01m.jpg,LEX01_01m.jpg","LEX01.jpg,LEX01_01.jpg","97411","","61572","0.5 x 1.0 m","3 x 9 cm","Forro Sanitized","",0,,775,"LEXP01,LMLR01,ex7_05x1,ex5_05x1",,,0,,"desc_tapetes_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3876855,"LEXP01","Tapete de couro legítimo",1,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); forsan(); fgratis(); </script><!--CC:MRB-->","",False,1,0,False,0,45,149.9,0,0,0,,,True,True,"LEXP01m.jpg","LEXP01m.jpg,LEXP01_01m.jpg","LEXP01.jpg,LEXP01_01.jpg","97411","","61572","0.5 x 1.0 m","3 x 9 cm","Forro Sanitized","",0,,775,"LEX01,LMLR01,ex7_05x1,ex5_05x1",,,0,,"desc_tapetes_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
"A","0,5 x 1,0 m",3876876,"LMLR01","Tapete de couro legítimo",1,"","Tapete de couro natural bovino modular para decoração<br><script>comborda(); coszig(); forsan(); fgratis(); </script><!--CC:MRB-->","",False,1,0,False,0,45,149.9,0,0,0,,,True,True,"LMLR01m.jpg","LMLR01m.jpg,LMLR01_01m.jpg","LMLR01.jpg,LMLR01_01.jpg","97411","","61572","0.5 x 1.0 m","3 x 9 cm","Forro Sanitized","",0,,775,"LEX01,LEXP01,mal_mr7_05x1,mal_mr5_05x1",,,0,,"desc_tapetes_frete.html","tapete,tapetes,couro,tapete de couro,tapetes de couro,legitimo,natural,bovino,bovina,boi,vaca,pele,tapete de pele,artesanal,artesanais,pelo,pelos,modular,patchwork,retalhos",12,12,"78301329",True,False,0,0,0,"","FNB201401","","","","",""
